date_TTM_30,exdate_TTM_30,kappa_TTM_30,date_TTM_60,exdate_TTM_60,kappa_TTM_60,date_TTM_90,exdate_TTM_90,kappa_TTM_90,date_TTM_180,exdate_TTM_180,kappa_TTM_180
19970320,19970418,0.852540764595755,19970318,19970516,0.981904618035681,19970421,19970718,0.9088725916124,19990726,20000121,0.946058619347084
19970417,19970516,0.853220257272646,19970422,19970620,0.985433480428296,19970519,19970815,0.847266133379428,19990920,20000317,0.945205542493928
19970522,19970620,0.854604519356468,19970520,19970718,0.983959762173562,19970623,19970919,0.895426358748596,19991220,20000616,0.944237643314497
19970619,19970718,0.853789633774876,19970617,19970815,0.983175156193287,19970721,19971017,0.894480040495401,20000320,20000915,0.945428313197357
19970717,19970815,0.852669008884573,19970722,19970919,0.981637660152926,19970825,19971121,0.890202797291384,20000619,20001215,0.941831580436758
19970821,19970919,0.852324529448293,19970819,19971017,0.980683319512249,19970922,19971219,0.89328754036601,20000918,20010316,0.942910246368506
19970918,19971017,0.852568572701447,19970923,19971121,0.977819030413729,19971020,19980116,0.88945020553022,20001218,20010615,0.947576082670863
19971023,19971121,0.853004625959176,19971021,19971219,0.983686837294846,19971124,19980220,0.879635131681138,20010326,20010921,0.94060349607489
19971120,19971219,0.852277660873349,19971118,19980116,0.982878788991866,19971222,19980320,0.89704259638129,20010625,20011221,0.919092472336904
19971218,19980116,0.853276341132606,19971223,19980220,0.983506330533352,19980120,19980417,0.88419297189147,20010917,20020315,0.913241902125179
19980122,19980220,0.854195972575731,19980120,19980320,0.984422300078807,19980323,19980619,0.895773330726107,20011224,20020621,0.907999691838088
19980219,19980320,0.853305526079663,19980217,19980417,0.982368369189405,19980420,19980717,0.889467053369458,20020325,20020920,0.913823551515527
19980319,19980417,0.854152944835191,19980317,19980515,0.984111351566409,19980526,19980821,0.897125057608364,20020624,20021220,0.914513795146513
19980416,19980515,0.853539998737402,19980421,19980619,0.984845471937659,19980622,19980918,0.898182143307919,20020923,20030321,0.916969876716388
19980521,19980619,0.854494403176851,19980519,19980717,0.985678452910001,19980720,19981016,0.878040491562715,20021223,20030620,0.901301585515669
19980618,19980717,0.854566632143924,19980623,19980821,0.986181439922345,19980824,19981120,0.914809788473702,20030324,20030919,0.900310841704201
19980723,19980821,0.853584184427609,19980721,19980918,0.985799762947458,19980921,19981218,0.892192817426366,20030623,20031219,0.892316916767993
